location,count,link
"hells canyon nra (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#hells%20canyon%20nra%20(forest)"
"salmon-snake (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#salmon-snake%20(stream)"
"snow hole canyon (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#snow%20hole%20canyon%20(landform)"
"tigris and euphrates rivers (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#tigris%20and%20euphrates%20rivers%20(stream)"
"mount rainier national park (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#mount%20rainier%20national%20park%20(forest)"
"mount rainier (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#mount%20rainier%20(landform)"
"kootenai county (county)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#kootenai%20county%20(county)"
"east fork pasture creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#east%20fork%20pasture%20creek%20(stream)"
"fort hall indian reservation (indian reservation)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#fort%20hall%20indian%20reservation%20(indian%20reservation)"
"patterson creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#patterson%20creek%20(stream)"
"lemhi mountain range (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#lemhi%20mountain%20range%20(landform)"
"the nez perce forest (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20nez%20perce%20forest%20(forest)"
"the west fork of (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20west%20fork%20of%20(stream)"
"snake river range (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#snake%20river%20range%20(landform)"
"italian peaks (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#italian%20peaks%20(landform)"
"long canyon creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#long%20canyon%20creek%20(stream)"
"kootenai river (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#kootenai%20river%20(stream)"
"mountain home air force base (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#mountain%20home%20air%20force%20base%20(city)"
"clark county (county)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#clark%20county%20(county)"
"cottonwood (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#cottonwood%20(city)"
"long canyon selkirk-crest (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#long%20canyon%20selkirk-crest%20(landform)"
"victorville (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#victorville%20(city)"
"mojave desert (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#mojave%20desert%20(landform)"
"korea (country)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#korea%20(country)"
"bear lake (lake)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#bear%20lake%20(lake)"
"lion creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#lion%20creek%20(stream)"
"idaho panhandle national forests (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#idaho%20panhandle%20national%20forests%20(forest)"
"a sparkling creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#a%20sparkling%20creek%20(stream)"
"pend oreille (lake)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#pend%20oreille%20(lake)"
"mica (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#mica%20(landform)"
"salmo-priest wilderness (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#salmo-priest%20wilderness%20(wilderness)"
"st. joe lake (lake)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#st.%20joe%20lake%20(lake)"
"eastern washington (state)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#eastern%20washington%20(state)"
"priest river wild (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#priest%20river%20wild%20(stream)"
"black tail mountain (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#black%20tail%20mountain%20(landform)"
"heather creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#heather%20creek%20(stream)"
"spokane valley (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#spokane%20valley%20(city)"
"little grass mountain (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#little%20grass%20mountain%20(landform)"
"priest lake (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#priest%20lake%20(city)"
"kelly-toboggan-cayuse creek area (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#kelly-toboggan-cayuse%20creek%20area%20(stream)"
"indiana (state)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#indiana%20(state)"
"kelly-cayuse-toboggan (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#kelly-cayuse-toboggan%20(stream)"
"the cayuse creek/kelly creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20cayuse%20creek/kelly%20creek%20(stream)"
"williams creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#williams%20creek%20(stream)"
"the silver creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20silver%20creek%20(stream)"
"sawtooth mountain wilderness (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#sawtooth%20mountain%20wilderness%20(wilderness)"
"sawtooth creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#sawtooth%20creek%20(stream)"
"western overthrust belt (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#western%20overthrust%20belt%20(wilderness)"
"cabinet mountain wilderness (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#cabinet%20mountain%20wilderness%20(landform)"
"selkirk mountain (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#selkirk%20mountain%20(landform)"
"the eneas ridge (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20eneas%20ridge%20(landform)"
"smith lake (lake)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#smith%20lake%20(lake)"
"cutoff lake (lake)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#cutoff%20lake%20(lake)"
"lake peaks (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#lake%20peaks%20(landform)"
"kansas (state)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#kansas%20(state)"
"crest mountains (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#crest%20mountains%20(landform)"
"lemhi river (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#lemhi%20river%20(stream)"
"boundary creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#boundary%20creek%20(stream)"
"upper lemhi river (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#upper%20lemhi%20river%20(stream)"
"finland (country)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#finland%20(country)"
"blue mountains (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#blue%20mountains%20(landform)"
"north lemhi range (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#north%20lemhi%20range%20(landform)"
"pioneer area (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#pioneer%20area%20(landform)"
"boulder creek unit (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#boulder%20creek%20unit%20(stream)"
"bull lake country (lake)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#bull%20lake%20country%20(lake)"
"kootenai valley (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#kootenai%20valley%20(landform)"
"north carolina (state)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#north%20carolina%20(state)"
"shining rock (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#shining%20rock%20(wilderness)"
"lemhi valley (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#lemhi%20valley%20(landform)"
"american selkirks (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#american%20selkirks%20(landform)"
"corn creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#corn%20creek%20(stream)"
"santa barbara (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#santa%20barbara%20(city)"
"selkirk grizzly bear ecosystem (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#selkirk%20grizzly%20bear%20ecosystem%20(landform)"
"cabinet-yaak grizzly bear ecosystem (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#cabinet-yaak%20grizzly%20bear%20ecosystem%20(stream)"
"trail lake (lake)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#trail%20lake%20(lake)"
"long mountain (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#long%20mountain%20(landform)"
"harrison (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#harrison%20(city)"
"the rocky mountain states (region)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20rocky%20mountain%20states%20(region)"
"weiser (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#weiser%20(city)"
"stanley basin (lake)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#stanley%20basin%20(lake)"
"stanley lake (lake)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#stanley%20lake%20(lake)"
"pacific northwest trail (trail)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#pacific%20northwest%20trail%20(trail)"
"selkirk crest area (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#selkirk%20crest%20area%20(wilderness)"
"white cloud (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#white%20cloud%20(landform)"
"cloud (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#cloud%20(landform)"
"ball creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#ball%20creek%20(stream)"
"prichard (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#prichard%20(city)"
"trinities (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#trinities%20(landform)"
"precambrian basin (lake)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#precambrian%20basin%20(lake)"
"murray (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#murray%20(city)"
"clarkston (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#clarkston%20(city)"
"council mountain (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#council%20mountain%20(landform)"
"the panhandle forest (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20panhandle%20forest%20(forest)"
"st. joe valley (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#st.%20joe%20valley%20(landform)"
"the sawtooth national wilderness area (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20sawtooth%20national%20wilderness%20area%20(wilderness)"
"benewah (county)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#benewah%20(county)"
"american west (region)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#american%20west%20(region)"
"teton county (county)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#teton%20county%20(county)"
"grandview 2 (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#grandview%202%20(forest)"
"new zealand (country)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#new%20zealand%20(country)"
"castle peak (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#castle%20peak%20(landform)"
"river range (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#river%20range%20(landform)"
"trinity lakes (lake)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#trinity%20lakes%20(lake)"
"the boise na forest (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20boise%20na%20forest%20(forest)"
"boise valley (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#boise%20valley%20(landform)"
"thousand springs (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#thousand%20springs%20(stream)"
"columbia river (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#columbia%20river%20(stream)"
"burbank (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#burbank%20(stream)"
"the cache river (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20cache%20river%20(stream)"
"new hampshire (state)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#new%20hampshire%20(state)"
"game creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#game%20creek%20(stream)"
"dog creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#dog%20creek%20(stream)"
"sawtooth wilderness trail (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#sawtooth%20wilderness%20trail%20(wilderness)"
"mosquito creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#mosquito%20creek%20(stream)"
"siddoway fork (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#siddoway%20fork%20(stream)"
"elk creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#elk%20creek%20(stream)"
"challis national forests (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#challis%20national%20forests%20(forest)"
"smokey hollow (campground)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#smokey%20hollow%20(campground)"
"rauiey creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#rauiey%20creek%20(stream)"
"swiss alps (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#swiss%20alps%20(landform)"
"terreton (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#terreton%20(city)"
"shaw mountain (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#shaw%20mountain%20(landform)"
"tetonia (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#tetonia%20(city)"
"steel mountain, red mountains (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#steel%20mountain,%20red%20mountains%20(landform)"
"deadwood river (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#deadwood%20river%20(stream)"
"the boise forest (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20boise%20forest%20(forest)"
"selway-bitterroots (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#selway-bitterroots%20(landform)"
"portland (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#portland%20(city)"
"the great george river (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20great%20george%20river%20(stream)"
"unguava bay (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#unguava%20bay%20(stream)"
"nevada (state)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#nevada%20(state)"
"quebec (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#quebec%20(city)"
"troy (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#troy%20(city)"
"the lick creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20lick%20creek%20(stream)"
"kelly and cayuse creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#kelly%20and%20cayuse%20creek%20(stream)"
"kelley creek-cayouse river (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#kelley%20creek-cayouse%20river%20(stream)"
"crescendo peak (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#crescendo%20peak%20(landform)"
"owyhee county (county)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#owyhee%20county%20(county)"
"jug camp (campground)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#jug%20camp%20(campground)"
"deadwood, boise river (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#deadwood,%20boise%20river%20(stream)"
"canyon county (county)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#canyon%20county%20(county)"
"adair creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#adair%20creek%20(stream)"
"forage mountain (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#forage%20mountain%20(landform)"
"pineapple peak (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#pineapple%20peak%20(landform)"
"minnesota (state)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#minnesota%20(state)"
"bathtub mountain (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#bathtub%20mountain%20(landform)"
"south boise (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#south%20boise%20(city)"
"bad bear peak (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#bad%20bear%20peak%20(landform)"
"soldier mountains (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#soldier%20mountains%20(landform)"
"beaver creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#beaver%20creek%20(stream)"
"the lime creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20lime%20creek%20(stream)"
"great burn kelly creek (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#great%20burn%20kelly%20creek%20(wilderness)"
"st. louis (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#st.%20louis%20(city)"
"missouri (state)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#missouri%20(state)"
"conda valley (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#conda%20valley%20(landform)"
"the garns mountain roadless areas (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20garns%20mountain%20roadless%20areas%20(wilderness)"
"magruder corridor (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#magruder%20corridor%20(landform)"
"jump off (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#jump%20off%20(landform)"
"diamond peak area (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#diamond%20peak%20area%20(landform)"
"black canyon area (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#black%20canyon%20area%20(landform)"
"the challis forest (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20challis%20forest%20(forest)"
"houston (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#houston%20(city)"
"the yellowstone park (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20yellowstone%20park%20(wilderness)"
"pahsimeroi (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#pahsimeroi%20(stream)"
"garn mountain (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#garn%20mountain%20(landform)"
"japan (country)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#japan%20(country)"
"wood river valley (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#wood%20river%20valley%20(landform)"
"ashton (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#ashton%20(city)"
"emmett (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#emmett%20(city)"
"the st. joe river (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20st.%20joe%20river%20(stream)"
"the sulpher creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20sulpher%20creek%20(stream)"
"hump wilderness (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#hump%20wilderness%20(wilderness)"
"kimberly (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#kimberly%20(city)"
"hells canyon (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#hells%20canyon%20(forest)"
"sawtooth national recreational area (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#sawtooth%20national%20recreational%20area%20(wilderness)"
"danskin range (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#danskin%20range%20(landform)"
"the white cloud-boulder mountains (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20white%20cloud-boulder%20mountains%20(landform)"
"white clouds (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#white%20clouds%20(landform)"
"sawtooth primitive area (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#sawtooth%20primitive%20area%20(wilderness)"
"danskin mountains (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#danskin%20mountains%20(landform)"
"cascade (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#cascade%20(city)"
"the central idaho wilderness area (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20central%20idaho%20wilderness%20area%20(wilderness)"
"meridian (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#meridian%20(city)"
"jordan valley (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#jordan%20valley%20(landform)"
"south america (continent)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#south%20america%20(continent)"
"the nez perce and challis national forests (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20nez%20perce%20and%20challis%20national%20forests%20(forest)"
"borah range (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#borah%20range%20(landform)"
"midvale (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#midvale%20(city)"
"washington county (county)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#washington%20county%20(county)"
"adams (county)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#adams%20(county)"
"cassia (county)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#cassia%20(county)"
"hells canyon national (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#hells%20canyon%20national%20(forest)"
"salmon river breaks area (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#salmon%20river%20breaks%20area%20(wilderness)"
"the kelly creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20kelly%20creek%20(stream)"
"idaho primitive area (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#idaho%20primitive%20area%20(wilderness)"
"thrust belt (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#thrust%20belt%20(landform)"
"whitney canyon (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#whitney%20canyon%20(landform)"
"buffalo hump (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#buffalo%20hump%20(stream)"
"picabo (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#picabo%20(city)"
"smoky mountain wilderness (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#smoky%20mountain%20wilderness%20(wilderness)"
"hawaii (state)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#hawaii%20(state)"
"alabama (state)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#alabama%20(state)"
"boise national forests (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#boise%20national%20forests%20(forest)"
"yosemite (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#yosemite%20(forest)"
"seven devils mountain (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#seven%20devils%20mountain%20(landform)"
"sage crest (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#sage%20crest%20(landform)"
"ashton",1,"https://thecdil.github.io/wilderness-hearings/browse.html#ashton"
"arrowrock reservoir (dam/reservoir)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#arrowrock%20reservoir%20(dam/reservoir)"
"bellevue",1,"https://thecdil.github.io/wilderness-hearings/browse.html#bellevue"
"granite peaks (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#granite%20peaks%20(landform)"
"the pioneer mountains (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20pioneer%20mountains%20(landform)"
"north fork of the boise river (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#north%20fork%20of%20the%20boise%20river%20(stream)"
"blue ridge mountains (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#blue%20ridge%20mountains%20(landform)"
"blueridge parkway (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#blueridge%20parkway%20(landform)"
"blackfoot",1,"https://thecdil.github.io/wilderness-hearings/browse.html#blackfoot"
"robinson creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#robinson%20creek%20(stream)"
"council, cutty mountain (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#council,%20cutty%20mountain%20(landform)"
"weiser national forest (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#weiser%20national%20forest%20(forest)"
"the weiser river (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20weiser%20river%20(stream)"
"weiser river (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#weiser%20river%20(stream)"
"bonner county",1,"https://thecdil.github.io/wilderness-hearings/browse.html#bonner%20county"
"rexburg (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#rexburg%20(city)"
"grand tetons (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#grand%20tetons%20(landform)"
"craters of the moon national monument (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#craters%20of%20the%20moon%20national%20monument%20(forest)"
"poker peak (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#poker%20peak%20(landform)"
"boundary county",1,"https://thecdil.github.io/wilderness-hearings/browse.html#boundary%20county"
"bald mountain (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#bald%20mountain%20(landform)"
"big elk mountain (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#big%20elk%20mountain%20(landform)"
"challis",1,"https://thecdil.github.io/wilderness-hearings/browse.html#challis"
"clark fork",1,"https://thecdil.github.io/wilderness-hearings/browse.html#clark%20fork"
"cobalt, idaho",1,"https://thecdil.github.io/wilderness-hearings/browse.html#cobalt,%20idaho"
"coolin, idaho",1,"https://thecdil.github.io/wilderness-hearings/browse.html#coolin,%20idaho"
"yellowstone national park to state highway 33 (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#yellowstone%20national%20park%20to%20state%20highway%2033%20(forest)"
"cottonwood",1,"https://thecdil.github.io/wilderness-hearings/browse.html#cottonwood"
"dubois",1,"https://thecdil.github.io/wilderness-hearings/browse.html#dubois"
"milltown (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#milltown%20(city)"
"the challis national forest: pioneer mountain (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20challis%20national%20forest:%20pioneer%20mountain%20(forest)"
"eagle",1,"https://thecdil.github.io/wilderness-hearings/browse.html#eagle"
"rainy creek (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#rainy%20creek%20(stream)"
"challis national (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#challis%20national%20(forest)"
"lost river sinks (stream)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#lost%20river%20sinks%20(stream)"
"fort hall, idaho",1,"https://thecdil.github.io/wilderness-hearings/browse.html#fort%20hall,%20idaho"
"portneuf valley (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#portneuf%20valley%20(landform)"
"russia (country)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#russia%20(country)"
"greater yellowstone (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#greater%20yellowstone%20(forest)"
"hayden lake",1,"https://thecdil.github.io/wilderness-hearings/browse.html#hayden%20lake"
"centennial mountains (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#centennial%20mountains%20(landform)"
"mexico (country)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#mexico%20(country)"
"overthurst belt (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#overthurst%20belt%20(landform)"
"smoky mountains (wilderness)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#smoky%20mountains%20(wilderness)"
"idaho",1,"https://thecdil.github.io/wilderness-hearings/browse.html#idaho"
"smokey canyon (landform)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#smokey%20canyon%20(landform)"
"dubois (city)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#dubois%20(city)"
"the challis national (forest)",1,"https://thecdil.github.io/wilderness-hearings/browse.html#the%20challis%20national%20(forest)"
